,Name,Category,Subcategory,Safety_rating,Quality_rating,Total_rating
3997,"Морс ""Золотая Русь"" клюквенный"," Вода, соки, напитки ", Соки и нектары ,94,87,77
3998,"Морс ""Наша семья. О!"" клюквенный"," Вода, соки, напитки ", Соки и нектары ,91,67,69
3999,"Морс ""Каждый день"" клюквенный"," Вода, соки, напитки ", Соки и нектары ,88,66,68
4000,"Морс ""4 сезона"" клюквенный"," Вода, соки, напитки ", Соки и нектары ,92,50,63
4001,"Морс ""Чудо-ягода"" клюквенный"," Вода, соки, напитки ", Соки и нектары ,88,69,68
4002,Сок АВС томатный," Вода, соки, напитки ", Соки и нектары ,89,63,73
4003,"Сок ""Просто!"" томатный"," Вода, соки, напитки ", Соки и нектары ,89,59,65
4004,"Сок ""Сады Придонья"" томатный"," Вода, соки, напитки ", Соки и нектары ,92,64,74
4005,"Сок ""4 сезона"" яблочный"," Вода, соки, напитки ", Соки и нектары ,51,65,57
4006,"Сок ""Добрый"" яблочный"," Вода, соки, напитки ", Соки и нектары ,70,63,62
4007,"Сок ""Лента"" яблочный"," Вода, соки, напитки ", Соки и нектары ,79,45,59
4008,"Нектар ""Красная цена"" яблочный"," Вода, соки, напитки ", Соки и нектары ,59,30,49
4009,Сок Villa Dini яблочный," Вода, соки, напитки ", Соки и нектары ,75,70,65
4010,"Нектар ""Сочная долина"" мультифруктовый"," Вода, соки, напитки ", Соки и нектары ,85,72,67
4011,Нектар J-7 мультифруктовый с мякотью," Вода, соки, напитки ", Соки и нектары ,86,92,72
4012,Сок J7 томатный," Вода, соки, напитки ", Соки и нектары ,90,69,70
4013,"Сок ""Вико"" яблочный"," Вода, соки, напитки ", Соки и нектары ,74,75,65
4014,"Сок ""Я"" яблочный"," Вода, соки, напитки ", Соки и нектары ,76,63,62
4015,Сок J7 яблочный," Вода, соки, напитки ", Соки и нектары ,54,60,54
4016,"Нектар ""Добрый"", апельсиновый"," Вода, соки, напитки ", Соки и нектары ,100,49,64
4017,Сок Rioba апельсиновый," Вода, соки, напитки ", Соки и нектары ,100,49,64
4018,"Сок ""Я"" апельсиновый"," Вода, соки, напитки ", Соки и нектары ,100,49,64
4019,Нектар Clever мультифруктовый," Вода, соки, напитки ", Соки и нектары ,100,49,64
4020,"Нектар ""Каждый день"" мультифруктовый"," Вода, соки, напитки ", Соки и нектары ,100,49,64
4021,"Нектар ""Мой"" мультфруктовый"," Вода, соки, напитки ", Соки и нектары ,100,49,64
4022,"Нектар ""Фруктовый сад"" мультифруктовый"," Вода, соки, напитки ", Соки и нектары ,100,49,64
4023,Сок Santal яблочный," Вода, соки, напитки ", Соки и нектары ,100,49,64
4024,Сок A cappella яблочный," Вода, соки, напитки ", Соки и нектары ,100,49,64
4025,Сок Swell яблочный," Вода, соки, напитки ", Соки и нектары ,100,49,64
4026,"Сок ""Фруктовый сад"" яблочный"," Вода, соки, напитки ", Соки и нектары ,100,49,64
4027,"Сок ""Удачный"" томатный"," Вода, соки, напитки ", Соки и нектары ,100,49,64
4028,"Сок ""4 сезона"" томатный"," Вода, соки, напитки ", Соки и нектары ,100,49,64
4029,Сок Santal томатный," Вода, соки, напитки ", Соки и нектары ,100,49,64
4030,"Сок ""Добрый"" томатный"," Вода, соки, напитки ", Соки и нектары ,100,49,64
4031,"Сок ""Я"" виноградный"," Вода, соки, напитки ", Соки и нектары ,100,49,64
4032,"Сок ""Сады Придонья"" апельсиновый"," Вода, соки, напитки ", Соки и нектары ,100,49,64
4033,"Сок ""О`кей"" апельсиновый"," Вода, соки, напитки ", Соки и нектары ,100,49,64
4034,"Нектар ""То, что надо!"" мультифруктовый"," Вода, соки, напитки ", Соки и нектары ,100,49,64
4035,"Нектар ""Вико"" мультифруктовый с мякотью"," Вода, соки, напитки ", Соки и нектары ,100,49,64
4036,"Нектар ""Моя семья"" мультифруктовый"," Вода, соки, напитки ", Соки и нектары ,100,49,64
4037,"Сок ""Вико"" томатный"," Вода, соки, напитки ", Соки и нектары ,100,49,64
4038,"Сок ""Сочная долина"" томатный"," Вода, соки, напитки ", Соки и нектары ,100,49,64
4039,"Сок ""Фруктовый сад"" томатный"," Вода, соки, напитки ", Соки и нектары ,100,49,64
4040,"Нектар ""Фруктовый сад"", апельсиновый"," Вода, соки, напитки ", Соки и нектары ,100,49,64
4041,"Нектар ""Моя семья"", апельсиновый"," Вода, соки, напитки ", Соки и нектары ,100,49,64
4042,"Нектар ""Любимый"", апельсиновый"," Вода, соки, напитки ", Соки и нектары ,100,49,64
4043,"Сок ""Тонус"", апельсиновый"," Вода, соки, напитки ", Соки и нектары ,100,49,64
4044,Сок Barinoff апельсиновый," Вода, соки, напитки ", Соки и нектары ,100,49,64
4045,"Сок ""Juice team / Сочная команда 1"" яблочный"," Вода, соки, напитки ", Соки и нектары ,100,49,64
4046,Сок Ambrosia Sweet виноградный," Вода, соки, напитки ", Соки и нектары ,100,49,64
4047,Сок Artshani виноградный," Вода, соки, напитки ", Соки и нектары ,100,49,64
4048,"Сок ""4 сезона"" апельсиновый"," Вода, соки, напитки ", Соки и нектары ,100,49,64
4049,"Сок RICH, апельсиновый"," Вода, соки, напитки ", Соки и нектары ,100,49,64
4050,NAR Гранатовый сок," Вода, соки, напитки ", Соки и нектары ,100,49,64
4051,"Газированный напиток ""Маркет Перекрёсток"", ""Тархун"""," Вода, соки, напитки ", Газированные напитки ,76,68,50
4052,"Газированный напиток ""Напитки из Черноголовки"", ""Тархун"""," Вода, соки, напитки ", Газированные напитки ,71,84,61
4053,"Газированный напиток Ascania, ""Тархун"""," Вода, соки, напитки ", Газированные напитки ,72,76,58
4054,"Газированный напиток Детское шампанское Disney ""Микки Маус и друзья"""," Вода, соки, напитки ", Газированные напитки ,82,66,63
4055,Газированный напиток Детское шампанское Joy party," Вода, соки, напитки ", Газированные напитки ,73,50,47
4056,Газированный напиток Детское шампанское Disney Cars," Вода, соки, напитки ", Газированные напитки ,76,83,62
4057,"Газированный напиток ""Напитки из Черноголовки"" ""Дюшес"""," Вода, соки, напитки ", Газированные напитки ,84,66,56
4058,"Газированный напиток ""Министерство газировки МИНГАЗ"" ""Дюшес"""," Вода, соки, напитки ", Газированные напитки ,97,74,66
4059,"Газированный напиток ""Новотёрский"", ""Тархун"""," Вода, соки, напитки ", Газированные напитки ,58,63,44
4060,"Газированный напиток ""МИНГАЗ"", ""Тархун"""," Вода, соки, напитки ", Газированные напитки ,87,82,57
4061,"Газированный напиток ""Эльбрус"", ""Тархун"""," Вода, соки, напитки ", Газированные напитки ,75,82,58
4062,"Газированный напиток Ascania, ""Груша"""," Вода, соки, напитки ", Газированные напитки ,68,80,57
4063,"Газированный напиток Ascania, ""Вишня"""," Вода, соки, напитки ", Газированные напитки ,64,80,55
4064,"Газированный напиток ""Тархуновый"", ""Лагидзе"""," Вода, соки, напитки ", Газированные напитки ,97,77,66
4065,Газированный напиток Laimon Fresh," Вода, соки, напитки ", Газированные напитки ,90,84,70
4066,Газированный напиток Pepsi," Вода, соки, напитки ", Газированные напитки ,70,62,49
4067,Газированный напиток Coca-Cola," Вода, соки, напитки ", Газированные напитки ,76,56,49
4068,"Газированный напиток ""Байкал"", ""Напитки из Черноголовки"""," Вода, соки, напитки ", Газированные напитки ,62,84,52
4069,"Газированный напиток ""Дюшес"""," Вода, соки, напитки ", Газированные напитки ,74,71,57
4070,"Газированный напиток ""Крюшон"", ""Напитки из Черноголовки"""," Вода, соки, напитки ", Газированные напитки ,62,84,57
4071,"Газированный напиток ""Широкий Карамыш"", ""Тархун"""," Вода, соки, напитки ", Газированные напитки ,62,84,57
4072,"Газированный напиток ""Хилиани"", ""Тархун"""," Вода, соки, напитки ", Газированные напитки ,62,84,57
4073,"Газированный напиток Детское шампанское ""Веселый круг"""," Вода, соки, напитки ", Газированные напитки ,62,84,57
4074,Газированный напиток Детское шампанское Fine Life," Вода, соки, напитки ", Газированные напитки ,62,84,57
4075,"Газированный напиток ""Старые добрые традиции Бобылево"" ""Дюшес"""," Вода, соки, напитки ", Газированные напитки ,62,84,57
4076,"Газированный напиток ""Ералаш"", ""Тархун"""," Вода, соки, напитки ", Газированные напитки ,62,84,57
4077,"Газированный напиток ""Любимый вкус Буратино"""," Вода, соки, напитки ", Газированные напитки ,62,84,57
4078,"Газированный напиток ""Вкус года"". ""Тархун"""," Вода, соки, напитки ", Газированные напитки ,62,84,57
4079,"Газированный напиток ""Святой Грааль"" ""Дюшес"""," Вода, соки, напитки ", Газированные напитки ,62,84,57
4080,"Газированный напиток ""Широкий Карамыш"" ""Дюшес"""," Вода, соки, напитки ", Газированные напитки ,62,84,57
4081,"Газированный напиток ""Вкус года"" ""Дюшес"""," Вода, соки, напитки ", Газированные напитки ,62,84,57
4082,"Газированный напиток Disney ""Pirates of the Caribbean"""," Вода, соки, напитки ", Газированные напитки ,62,84,57
4083,"Газированный напиток Disney ""Princess"""," Вода, соки, напитки ", Газированные напитки ,62,84,57
4084,"Газированный напиток Disney ""Planes"""," Вода, соки, напитки ", Газированные напитки ,62,84,57
4085,"Газированный напиток Angry Birds ""Тропик"""," Вода, соки, напитки ", Газированные напитки ,62,84,57
4086,"Газированный напиток Angry Birds ""Апельсин"""," Вода, соки, напитки ", Газированные напитки ,62,84,57
4087,"Газированный напиток Disney ""Fairies"""," Вода, соки, напитки ", Газированные напитки ,62,84,57
4088,"Газированный напиток Angry Birds ""Кола"""," Вода, соки, напитки ", Газированные напитки ,62,84,57
4089,"Газированный напиток ""Натахтари"", ""Саперави"""," Вода, соки, напитки ", Газированные напитки ,62,84,57
4090,"Газированный напиток ""Натахтари"", ""Крем-сливки"""," Вода, соки, напитки ", Газированные напитки ,62,84,57
4091,"Газированный напиток ""Натахтари"", ""Барбарис"""," Вода, соки, напитки ", Газированные напитки ,62,84,57
4092,"Газированный напиток ""Натахтари"", ""Тархун"""," Вода, соки, напитки ", Газированные напитки ,62,84,57
4093,"Газированный напиток ""Сибирянка-Актив"""," Вода, соки, напитки ", Газированные напитки ,62,84,57
4094,Газированный напиток Mountain Dew," Вода, соки, напитки ", Газированные напитки ,62,84,57
4095,"Газированный напиток Лимонад ""Shippi"", груша"," Вода, соки, напитки ", Газированные напитки ,62,84,57
4096,"Газированный напиток 7UP, ""Лимон, лайм и пузырьки"""," Вода, соки, напитки ", Газированные напитки ,62,84,57
4097,"Газированный напиток ""Клюква и морошка"", ""Здравник"""," Вода, соки, напитки ", Газированные напитки ,62,84,57
4098,"Газированный напиток Дюшес, ""Добрый"""," Вода, соки, напитки ", Газированные напитки ,62,84,57
4099,"Газированный напиток ""Биттер Лемон"", Schweppes"," Вода, соки, напитки ", Газированные напитки ,62,84,57
4100,"Газированный напиток Тархун, ""Фиеста"""," Вода, соки, напитки ", Газированные напитки ,62,84,57
4101,"Газированный напиток ""Маркет Перекрёсток"", ""Тархун"""," Вода, соки, напитки ", Газированные напитки ,76,68,50
4102,"Газированный напиток ""Напитки из Черноголовки"", ""Тархун"""," Вода, соки, напитки ", Газированные напитки ,71,84,61
4103,"Газированный напиток Ascania, ""Тархун"""," Вода, соки, напитки ", Газированные напитки ,72,76,58
4104,"Газированный напиток Детское шампанское Disney ""Микки Маус и друзья"""," Вода, соки, напитки ", Газированные напитки ,82,66,63
4105,Газированный напиток Детское шампанское Joy party," Вода, соки, напитки ", Газированные напитки ,73,50,47
4106,Газированный напиток Детское шампанское Disney Cars," Вода, соки, напитки ", Газированные напитки ,76,83,62
4107,"Газированный напиток ""Напитки из Черноголовки"" ""Дюшес"""," Вода, соки, напитки ", Газированные напитки ,84,66,56
4108,"Газированный напиток ""Министерство газировки МИНГАЗ"" ""Дюшес"""," Вода, соки, напитки ", Газированные напитки ,97,74,66
4109,"Газированный напиток ""Новотёрский"", ""Тархун"""," Вода, соки, напитки ", Газированные напитки ,58,63,44
4110,"Газированный напиток ""МИНГАЗ"", ""Тархун"""," Вода, соки, напитки ", Газированные напитки ,87,82,57
4111,"Газированный напиток ""Эльбрус"", ""Тархун"""," Вода, соки, напитки ", Газированные напитки ,75,82,58
4112,"Газированный напиток Ascania, ""Груша"""," Вода, соки, напитки ", Газированные напитки ,68,80,57
4113,"Газированный напиток Ascania, ""Вишня"""," Вода, соки, напитки ", Газированные напитки ,64,80,55
4114,"Газированный напиток ""Тархуновый"", ""Лагидзе"""," Вода, соки, напитки ", Газированные напитки ,97,77,66
4115,Газированный напиток Laimon Fresh," Вода, соки, напитки ", Газированные напитки ,90,84,70
4116,Газированный напиток Pepsi," Вода, соки, напитки ", Газированные напитки ,70,62,49
4117,Газированный напиток Coca-Cola," Вода, соки, напитки ", Газированные напитки ,76,56,49
4118,"Газированный напиток ""Байкал"", ""Напитки из Черноголовки"""," Вода, соки, напитки ", Газированные напитки ,62,84,52
4119,"Газированный напиток ""Маркет Перекрёсток"", ""Тархун"""," Вода, соки, напитки ", Газированные напитки ,76,68,50
4120,"Газированный напиток ""Напитки из Черноголовки"", ""Тархун"""," Вода, соки, напитки ", Газированные напитки ,71,84,61
4121,"Газированный напиток Ascania, ""Тархун"""," Вода, соки, напитки ", Газированные напитки ,72,76,58
4122,"Газированный напиток Детское шампанское Disney ""Микки Маус и друзья"""," Вода, соки, напитки ", Газированные напитки ,82,66,63
4123,Газированный напиток Детское шампанское Joy party," Вода, соки, напитки ", Газированные напитки ,73,50,47
4124,Газированный напиток Детское шампанское Disney Cars," Вода, соки, напитки ", Газированные напитки ,76,83,62
4125,"Газированный напиток ""Напитки из Черноголовки"" ""Дюшес"""," Вода, соки, напитки ", Газированные напитки ,84,66,56
4126,"Газированный напиток ""Министерство газировки МИНГАЗ"" ""Дюшес"""," Вода, соки, напитки ", Газированные напитки ,97,74,66
4127,"Газированный напиток ""Новотёрский"", ""Тархун"""," Вода, соки, напитки ", Газированные напитки ,58,63,44
4128,"Газированный напиток ""МИНГАЗ"", ""Тархун"""," Вода, соки, напитки ", Газированные напитки ,87,82,57
4129,"Газированный напиток ""Эльбрус"", ""Тархун"""," Вода, соки, напитки ", Газированные напитки ,75,82,58
4130,"Газированный напиток Ascania, ""Груша"""," Вода, соки, напитки ", Газированные напитки ,68,80,57
4131,"Газированный напиток Ascania, ""Вишня"""," Вода, соки, напитки ", Газированные напитки ,64,80,55
4132,"Газированный напиток ""Тархуновый"", ""Лагидзе"""," Вода, соки, напитки ", Газированные напитки ,97,77,66
4133,Газированный напиток Laimon Fresh," Вода, соки, напитки ", Газированные напитки ,90,84,70
4134,Газированный напиток Pepsi," Вода, соки, напитки ", Газированные напитки ,70,62,49
4135,Газированный напиток Coca-Cola," Вода, соки, напитки ", Газированные напитки ,76,56,49
4136,"Газированный напиток ""Байкал"", ""Напитки из Черноголовки"""," Вода, соки, напитки ", Газированные напитки ,62,84,52
4137,"Напиток Shaper L-Carnitine, фейхоа"," Вода, соки, напитки ", Негазированные напитки ,62,84,52
4138,"Напиток Shaper L-Carnitine, ананас"," Вода, соки, напитки ", Негазированные напитки ,62,84,52
4139,"Напиток ""Теди Play"", ""Морковь-яблоко-лайм-черешня"""," Вода, соки, напитки ", Негазированные напитки ,62,84,52
4140,"Напиток Shaper L-Carnitine, виноград"," Вода, соки, напитки ", Негазированные напитки ,62,84,52
4141,"Напиток Shaper L-Carnitine, земляника"," Вода, соки, напитки ", Негазированные напитки ,62,84,52
4142,"Напиток ""Теди-Waterrr"", ""Лимон-лайм"""," Вода, соки, напитки ", Негазированные напитки ,62,84,52
4143,"Напиток ""Теди-Waterrr"", ""Яблоко"""," Вода, соки, напитки ", Негазированные напитки ,62,84,52
4144,"Напиток ""Теди-Waterrr"", ""Клубника"""," Вода, соки, напитки ", Негазированные напитки ,62,84,52
4145,"Чай Nestea, ""Клубника и алоэ вера"""," Вода, соки, напитки ", Негазированные напитки ,62,84,52
4146,"Напиток Shaper L-Carnitine, фейхоа"," Вода, соки, напитки ", Негазированные напитки ,62,84,52
4147,"Напиток Shaper L-Carnitine, ананас"," Вода, соки, напитки ", Негазированные напитки ,62,84,52
4148,"Напиток ""Теди Play"", ""Морковь-яблоко-лайм-черешня"""," Вода, соки, напитки ", Негазированные напитки ,62,84,52
4149,"Напиток Shaper L-Carnitine, виноград"," Вода, соки, напитки ", Негазированные напитки ,62,84,52
4150,"Напиток Shaper L-Carnitine, земляника"," Вода, соки, напитки ", Негазированные напитки ,62,84,52
4151,"Напиток ""Теди-Waterrr"", ""Лимон-лайм"""," Вода, соки, напитки ", Негазированные напитки ,62,84,52
4152,"Напиток ""Теди-Waterrr"", ""Яблоко"""," Вода, соки, напитки ", Негазированные напитки ,62,84,52
4153,"Напиток ""Теди-Waterrr"", ""Клубника"""," Вода, соки, напитки ", Негазированные напитки ,62,84,52
4154,"Чай Nestea, ""Клубника и алоэ вера"""," Вода, соки, напитки ", Негазированные напитки ,62,84,52
4155,"Напиток Shaper L-Carnitine, фейхоа"," Вода, соки, напитки ", Негазированные напитки ,62,84,52
4156,"Напиток Shaper L-Carnitine, ананас"," Вода, соки, напитки ", Негазированные напитки ,62,84,52
4157,"Напиток ""Теди Play"", ""Морковь-яблоко-лайм-черешня"""," Вода, соки, напитки ", Негазированные напитки ,62,84,52
4158,"Напиток Shaper L-Carnitine, виноград"," Вода, соки, напитки ", Негазированные напитки ,62,84,52
4159,"Напиток Shaper L-Carnitine, земляника"," Вода, соки, напитки ", Негазированные напитки ,62,84,52
4160,"Напиток ""Теди-Waterrr"", ""Лимон-лайм"""," Вода, соки, напитки ", Негазированные напитки ,62,84,52
4161,"Напиток ""Теди-Waterrr"", ""Яблоко"""," Вода, соки, напитки ", Негазированные напитки ,62,84,52
4162,"Напиток ""Теди-Waterrr"", ""Клубника"""," Вода, соки, напитки ", Негазированные напитки ,62,84,52
4163,"Чай Nestea, ""Клубника и алоэ вера"""," Вода, соки, напитки ", Негазированные напитки ,62,84,52
4164,"Напиток Shaper L-Carnitine, фейхоа"," Вода, соки, напитки ", Негазированные напитки ,62,84,52
4165,"Напиток Shaper L-Carnitine, ананас"," Вода, соки, напитки ", Негазированные напитки ,62,84,52
4166,"Напиток ""Теди Play"", ""Морковь-яблоко-лайм-черешня"""," Вода, соки, напитки ", Негазированные напитки ,62,84,52
4167,"Напиток Shaper L-Carnitine, виноград"," Вода, соки, напитки ", Негазированные напитки ,62,84,52
4168,"Напиток Shaper L-Carnitine, земляника"," Вода, соки, напитки ", Негазированные напитки ,62,84,52
4169,"Напиток ""Теди-Waterrr"", ""Лимон-лайм"""," Вода, соки, напитки ", Негазированные напитки ,62,84,52
4170,"Напиток ""Теди-Waterrr"", ""Яблоко"""," Вода, соки, напитки ", Негазированные напитки ,62,84,52
4171,"Напиток ""Теди-Waterrr"", ""Клубника"""," Вода, соки, напитки ", Негазированные напитки ,62,84,52
4172,"Чай Nestea, ""Клубника и алоэ вера"""," Вода, соки, напитки ", Негазированные напитки ,62,84,52
4173,"Напиток Shaper L-Carnitine, фейхоа"," Вода, соки, напитки ", Негазированные напитки ,62,84,52
4174,"Напиток Shaper L-Carnitine, ананас"," Вода, соки, напитки ", Негазированные напитки ,62,84,52
4175,"Напиток ""Теди Play"", ""Морковь-яблоко-лайм-черешня"""," Вода, соки, напитки ", Негазированные напитки ,62,84,52
4176,"Напиток Shaper L-Carnitine, виноград"," Вода, соки, напитки ", Негазированные напитки ,62,84,52
4177,"Напиток Shaper L-Carnitine, земляника"," Вода, соки, напитки ", Негазированные напитки ,62,84,52
4178,"Напиток ""Теди-Waterrr"", ""Лимон-лайм"""," Вода, соки, напитки ", Негазированные напитки ,62,84,52
4179,"Напиток ""Теди-Waterrr"", ""Яблоко"""," Вода, соки, напитки ", Негазированные напитки ,62,84,52
4180,"Напиток ""Теди-Waterrr"", ""Клубника"""," Вода, соки, напитки ", Негазированные напитки ,62,84,52
4181,"Чай Nestea, ""Клубника и алоэ вера"""," Вода, соки, напитки ", Негазированные напитки ,62,84,52
4182,Энергетический напиток Adrenalin Rush," Вода, соки, напитки ", Энергетические напитки ,62,84,52
4183,Энергетический напиток Burn," Вода, соки, напитки ", Энергетические напитки ,62,84,52
4184,Энергетический напиток Red Bull Energy Drink," Вода, соки, напитки ", Энергетические напитки ,62,84,52
4185,Энергетический напиток Adrenalin Rush," Вода, соки, напитки ", Энергетические напитки ,62,84,52
4186,Энергетический напиток Burn," Вода, соки, напитки ", Энергетические напитки ,62,84,52
4187,Энергетический напиток Red Bull Energy Drink," Вода, соки, напитки ", Энергетические напитки ,62,84,52
4188,Энергетический напиток Adrenalin Rush," Вода, соки, напитки ", Энергетические напитки ,62,84,52
4189,Энергетический напиток Burn," Вода, соки, напитки ", Энергетические напитки ,62,84,52
4190,Энергетический напиток Red Bull Energy Drink," Вода, соки, напитки ", Энергетические напитки ,62,84,52
4191,Энергетический напиток Adrenalin Rush," Вода, соки, напитки ", Энергетические напитки ,62,84,52
4192,Энергетический напиток Burn," Вода, соки, напитки ", Энергетические напитки ,62,84,52
4193,Энергетический напиток Red Bull Energy Drink," Вода, соки, напитки ", Энергетические напитки ,62,84,52
4194,Энергетический напиток Adrenalin Rush," Вода, соки, напитки ", Энергетические напитки ,62,84,52
4195,Энергетический напиток Burn," Вода, соки, напитки ", Энергетические напитки ,62,84,52
4196,Энергетический напиток Red Bull Energy Drink," Вода, соки, напитки ", Энергетические напитки ,62,84,52
4197,"Квас ""Останкинский"" ""Хлебный"""," Вода, соки, напитки ", Квас ,66,84,77
4198,"Квас ""Вятский"" ""Домашний"""," Вода, соки, напитки ", Квас ,91,84,87
4199,"Квас ""Русский дар"", ""Традиционный"""," Вода, соки, напитки ", Квас ,88,84,84
4200,"Квас ""Очаковский"""," Вода, соки, напитки ", Квас ,88,84,90
4201,"Квас ""Наша семья. О!"""," Вода, соки, напитки ", Квас ,77,84,69
4202,"Квас ""Царские припасы"""," Вода, соки, напитки ", Квас ,62,84,77
4203,"Квас ""Яхонт"""," Вода, соки, напитки ", Квас ,77,84,65
4204,"Квас ""Семейный секрет"", ""Традиционный"" белый"," Вода, соки, напитки ", Квас ,91,84,87
4205,"Квас ""Хлебный край"", ""Традиционный"""," Вода, соки, напитки ", Квас ,85,84,68
4206,"Квас ""Русский"" ""Особый"""," Вода, соки, напитки ", Квас ,85,84,68
4207,"Квас ""Суздальские напитки"""," Вода, соки, напитки ", Квас ,85,84,68
4208,"Квас ""Букет Чувашии"""," Вода, соки, напитки ", Квас ,85,84,68
4209,"Квас ""Никола"""," Вода, соки, напитки ", Квас ,85,84,68
4210,"Квас ""Лидский"" хлебный"," Вода, соки, напитки ", Квас ,85,84,68
4211,"Квас ""О'кей"""," Вода, соки, напитки ", Квас ,85,84,68
4212,"Квас ""Красная цена"""," Вода, соки, напитки ", Квас ,85,84,68
4213,"Квас ""Староминский"""," Вода, соки, напитки ", Квас ,85,84,68
4214,"Квас ""То, что надо!"""," Вода, соки, напитки ", Квас ,85,84,68
4215,"Квас ""Стрелецкий Простор"""," Вода, соки, напитки ", Квас ,85,84,68
4216,"Квас ""Останкинский"" ""Хлебный"""," Вода, соки, напитки ", Квас ,66,84,77
4217,"Квас ""Вятский"" ""Домашний"""," Вода, соки, напитки ", Квас ,91,84,87
4218,"Квас ""Русский дар"", ""Традиционный"""," Вода, соки, напитки ", Квас ,88,84,84
4219,"Квас ""Очаковский"""," Вода, соки, напитки ", Квас ,88,84,90
4220,"Квас ""Наша семья. О!"""," Вода, соки, напитки ", Квас ,77,84,69
4221,"Квас ""Царские припасы"""," Вода, соки, напитки ", Квас ,62,84,77
4222,"Квас ""Яхонт"""," Вода, соки, напитки ", Квас ,77,84,65
4223,"Квас ""Семейный секрет"", ""Традиционный"" белый"," Вода, соки, напитки ", Квас ,91,84,87
4224,"Квас ""Хлебный край"", ""Традиционный"""," Вода, соки, напитки ", Квас ,85,84,68
4225,"Квас ""Русский"" ""Особый"""," Вода, соки, напитки ", Квас ,85,84,68
4226,"Квас ""Суздальские напитки"""," Вода, соки, напитки ", Квас ,85,84,68
4227,"Квас ""Букет Чувашии"""," Вода, соки, напитки ", Квас ,85,84,68
4228,"Квас ""Никола"""," Вода, соки, напитки ", Квас ,85,84,68
4229,"Квас ""Лидский"" хлебный"," Вода, соки, напитки ", Квас ,85,84,68
4230,"Квас ""О'кей"""," Вода, соки, напитки ", Квас ,85,84,68
4231,"Квас ""Красная цена"""," Вода, соки, напитки ", Квас ,85,84,68
4232,"Квас ""Староминский"""," Вода, соки, напитки ", Квас ,85,84,68
4233,"Квас ""То, что надо!"""," Вода, соки, напитки ", Квас ,85,84,68
4234,"Квас ""Останкинский"" ""Хлебный"""," Вода, соки, напитки ", Квас ,66,84,77
4235,"Квас ""Вятский"" ""Домашний"""," Вода, соки, напитки ", Квас ,91,84,87
4236,"Квас ""Русский дар"", ""Традиционный"""," Вода, соки, напитки ", Квас ,88,84,84
4237,"Квас ""Очаковский"""," Вода, соки, напитки ", Квас ,88,84,90
4238,"Квас ""Наша семья. О!"""," Вода, соки, напитки ", Квас ,77,84,69
4239,"Квас ""Царские припасы"""," Вода, соки, напитки ", Квас ,62,84,77
4240,"Квас ""Яхонт"""," Вода, соки, напитки ", Квас ,77,84,65
4241,"Квас ""Семейный секрет"", ""Традиционный"" белый"," Вода, соки, напитки ", Квас ,91,84,87
4242,"Квас ""Хлебный край"", ""Традиционный"""," Вода, соки, напитки ", Квас ,85,84,68
4243,"Квас ""Русский"" ""Особый"""," Вода, соки, напитки ", Квас ,85,84,68
4244,"Квас ""Суздальские напитки"""," Вода, соки, напитки ", Квас ,85,84,68
4245,"Квас ""Букет Чувашии"""," Вода, соки, напитки ", Квас ,85,84,68
4246,"Квас ""Никола"""," Вода, соки, напитки ", Квас ,85,84,68
4247,"Квас ""Лидский"" хлебный"," Вода, соки, напитки ", Квас ,85,84,68
4248,"Квас ""О'кей"""," Вода, соки, напитки ", Квас ,85,84,68
4249,"Квас ""Красная цена"""," Вода, соки, напитки ", Квас ,85,84,68
4250,"Квас ""Староминский"""," Вода, соки, напитки ", Квас ,85,84,68
4251,"Квас ""То, что надо!"""," Вода, соки, напитки ", Квас ,85,84,68
4252,"Квас ""Останкинский"" ""Хлебный"""," Вода, соки, напитки ", Квас ,66,84,77
4253,"Квас ""Вятский"" ""Домашний"""," Вода, соки, напитки ", Квас ,91,84,87
4254,"Квас ""Русский дар"", ""Традиционный"""," Вода, соки, напитки ", Квас ,88,84,84
4255,"Квас ""Очаковский"""," Вода, соки, напитки ", Квас ,88,84,90
4256,"Квас ""Наша семья. О!"""," Вода, соки, напитки ", Квас ,77,84,69
4257,"Квас ""Царские припасы"""," Вода, соки, напитки ", Квас ,62,84,77
4258,"Квас ""Яхонт"""," Вода, соки, напитки ", Квас ,77,84,65
4259,"Квас ""Семейный секрет"", ""Традиционный"" белый"," Вода, соки, напитки ", Квас ,91,84,87
4260,"Квас ""Хлебный край"", ""Традиционный"""," Вода, соки, напитки ", Квас ,85,84,68
4261,"Квас ""Русский"" ""Особый"""," Вода, соки, напитки ", Квас ,85,84,68
4262,"Квас ""Суздальские напитки"""," Вода, соки, напитки ", Квас ,85,84,68
4263,"Квас ""Букет Чувашии"""," Вода, соки, напитки ", Квас ,85,84,68
4264,"Квас ""Никола"""," Вода, соки, напитки ", Квас ,85,84,68
4265,"Квас ""Лидский"" хлебный"," Вода, соки, напитки ", Квас ,85,84,68
4266,"Квас ""О'кей"""," Вода, соки, напитки ", Квас ,85,84,68
4267,"Квас ""Красная цена"""," Вода, соки, напитки ", Квас ,85,84,68
4268,"Квас ""Староминский"""," Вода, соки, напитки ", Квас ,85,84,68
4269,"Квас ""То, что надо!"""," Вода, соки, напитки ", Квас ,85,84,68
4270," ""ООО ""Тэсти"" ""Ессентуки №17"""," Вода, соки, напитки ", Вода лечебная минеральная ,65,84,79
